"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/20/2024","AQS","060371602","1","22.8","ppb","21","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/21/2024","AQS","060371602","1","28.8","ppb","26","Pico Rivera #2","22","92.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/22/2024","AQS","060371602","1","30.6","ppb","28","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/23/2024","AQS","060371602","1","48.2","ppb","45","Pico Rivera #2","20","83.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/24/2024","AQS","060371602","1","31.8","ppb","29","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/25/2024","AQS","060371602","1","27.5","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/26/2024","AQS","060371602","1","27.9","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/27/2024","AQS","060371602","1","32.2","ppb","30","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/28/2024","AQS","060371602","1","29.4","ppb","27","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"02/29/2024","AQS","060371602","1","24.5","ppb","23","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/01/2024","AQS","060371602","1","27.8","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/02/2024","AQS","060371602","1","12.8","ppb","11","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/03/2024","AQS","060371602","1","14","ppb","13","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/04/2024","AQS","060371602","1","30.3","ppb","28","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/05/2024","AQS","060371602","1","25.2","ppb","24","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/06/2024","AQS","060371602","1","25","ppb","24","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/07/2024","AQS","060371602","1","26.8","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/08/2024","AQS","060371602","1","31.3","ppb","29","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/09/2024","AQS","060371602","1","24.7","ppb","23","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/10/2024","AQS","060371602","1","20.3","ppb","19","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/11/2024","AQS","060371602","1","25.8","ppb","24","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/12/2024","AQS","060371602","1","26","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/13/2024","AQS","060371602","1","21.4","ppb","20","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/14/2024","AQS","060371602","1","26","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/15/2024","AQS","060371602","1","35","ppb","33","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/16/2024","AQS","060371602","1","24","ppb","23","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/17/2024","AQS","060371602","1","24.9","ppb","23","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/18/2024","AQS","060371602","1","31.7","ppb","29","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/19/2024","AQS","060371602","1","30.2","ppb","28","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/20/2024","AQS","060371602","1","26.2","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/21/2024","AQS","060371602","1","30.8","ppb","28","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/22/2024","AQS","060371602","1","25","ppb","24","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/23/2024","AQS","060371602","1","9.9","ppb","8","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/24/2024","AQS","060371602","1","13.6","ppb","12","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/25/2024","AQS","060371602","1","23.9","ppb","22","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/26/2024","AQS","060371602","1","31.6","ppb","29","Pico Rivera #2","19","79.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/27/2024","AQS","060371602","1","33.5","ppb","31","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/28/2024","AQS","060371602","1","27.2","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/29/2024","AQS","060371602","1","20","ppb","19","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/30/2024","AQS","060371602","1","8.9","ppb","8","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"03/31/2024","AQS","060371602","1","17.2","ppb","16","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/01/2024","AQS","060371602","1","21.4","ppb","20","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/02/2024","AQS","060371602","1","28.1","ppb","26","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/03/2024","AQS","060371602","1","29.7","ppb","27","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/04/2024","AQS","060371602","1","11.5","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/05/2024","AQS","060371602","1","24.7","ppb","23","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/06/2024","AQS","060371602","1","25.6","ppb","24","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/07/2024","AQS","060371602","1","23.6","ppb","22","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/08/2024","AQS","060371602","1","25.7","ppb","24","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/09/2024","AQS","060371602","1","33.9","ppb","31","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/10/2024","AQS","060371602","1","40.9","ppb","38","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/11/2024","AQS","060371602","1","39.1","ppb","37","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/12/2024","AQS","060371602","1","9.1","ppb","8","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/13/2024","AQS","060371602","1","12","ppb","11","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/14/2024","AQS","060371602","1","23.5","ppb","22","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/15/2024","AQS","060371602","1","27.8","ppb","25","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/16/2024","AQS","060371602","1","29.8","ppb","27","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/17/2024","AQS","060371602","1","31.8","ppb","29","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/18/2024","AQS","060371602","1","19.7","ppb","18","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/19/2024","AQS","060371602","1","11.7","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/20/2024","AQS","060371602","1","17.6","ppb","16","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/21/2024","AQS","060371602","1","22.1","ppb","21","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/22/2024","AQS","060371602","1","11.6","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/23/2024","AQS","060371602","1","16.4","ppb","15","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/24/2024","AQS","060371602","1","19.1","ppb","18","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/25/2024","AQS","060371602","1","9.7","ppb","8","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/26/2024","AQS","060371602","1","11.8","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/27/2024","AQS","060371602","1","19.3","ppb","18","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/28/2024","AQS","060371602","1","20.3","ppb","19","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/29/2024","AQS","060371602","1","21.5","ppb","20","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"04/30/2024","AQS","060371602","1","18.3","ppb","17","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/01/2024","AQS","060371602","1","18.4","ppb","17","Pico Rivera #2","22","92.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/03/2024","AQS","060371602","1","14.8","ppb","13","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/04/2024","AQS","060371602","1","20.4","ppb","19","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/05/2024","AQS","060371602","1","10.4","ppb","9","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/06/2024","AQS","060371602","1","28.7","ppb","26","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/07/2024","AQS","060371602","1","28","ppb","26","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/08/2024","AQS","060371602","1","17.9","ppb","16","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/09/2024","AQS","060371602","1","15.2","ppb","14","Pico Rivera #2","19","79.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/10/2024","AQS","060371602","1","11.2","ppb","10","Pico Rivera #2","19","79.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/11/2024","AQS","060371602","1","11.5","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/12/2024","AQS","060371602","1","12.9","ppb","11","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/13/2024","AQS","060371602","1","10","ppb","9","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/14/2024","AQS","060371602","1","13.7","ppb","12","Pico Rivera #2","20","83.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/15/2024","AQS","060371602","1","18.4","ppb","17","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/16/2024","AQS","060371602","1","14.6","ppb","13","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/18/2024","AQS","060371602","1","15.5","ppb","14","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/19/2024","AQS","060371602","1","13.3","ppb","12","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/20/2024","AQS","060371602","1","12.8","ppb","11","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/21/2024","AQS","060371602","1","15.7","ppb","14","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/22/2024","AQS","060371602","1","12.6","ppb","11","Pico Rivera #2","18","75.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/23/2024","AQS","060371602","1","21.1","ppb","20","Pico Rivera #2","20","83.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/24/2024","AQS","060371602","1","16.7","ppb","15","Pico Rivera #2","21","88.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/25/2024","AQS","060371602","1","14.8","ppb","13","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/26/2024","AQS","060371602","1","19.4","ppb","18","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/27/2024","AQS","060371602","1","17.2","ppb","16","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/28/2024","AQS","060371602","1","16.6","ppb","15","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/29/2024","AQS","060371602","1","16.1","ppb","15","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/30/2024","AQS","060371602","1","14.6","ppb","13","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"05/31/2024","AQS","060371602","1","15.3","ppb","14","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/01/2024","AQS","060371602","1","11.5","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/02/2024","AQS","060371602","1","16.8","ppb","15","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/03/2024","AQS","060371602","1","17.4","ppb","16","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/04/2024","AQS","060371602","1","12.7","ppb","11","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/05/2024","AQS","060371602","1","13.6","ppb","12","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/06/2024","AQS","060371602","1","22.3","ppb","21","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/07/2024","AQS","060371602","1","11.2","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/08/2024","AQS","060371602","1","6.4","ppb","6","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/09/2024","AQS","060371602","1","16.5","ppb","15","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/10/2024","AQS","060371602","1","18.3","ppb","17","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/11/2024","AQS","060371602","1","15","ppb","14","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/12/2024","AQS","060371602","1","13.2","ppb","12","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/13/2024","AQS","060371602","1","16.3","ppb","15","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/14/2024","AQS","060371602","1","18.7","ppb","17","Pico Rivera #2","22","92.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/15/2024","AQS","060371602","1","30.1","ppb","28","Pico Rivera #2","22","92.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
"06/16/2024","AQS","060371602","1","11.1","ppb","10","Pico Rivera #2","24","100.0000","42602","Nitrogen dioxide (NO2)","099","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0102900008752","-118.0685"
